index,y_true,y_pred,AUC,Accuracy,Precision,Recall,F1
1,False,False,-0.0,1.0,0.0,0.0,0.0
2,False,False,-0.0,1.0,0.0,0.0,0.0
3,True,False,0.5,0.6666666666666666,0.0,0.0,0.0
4,False,False,0.33333333333333337,0.75,0.0,0.0,0.0
5,False,False,0.25,0.8,0.0,0.0,0.0
6,True,False,0.4375,0.6666666666666666,0.0,0.0,0.0
7,False,False,0.35000000000000003,0.7142857142857143,0.0,0.0,0.0
8,False,False,0.3333333333333333,0.75,0.0,0.0,0.0
9,False,False,0.2857142857142857,0.7777777777777778,0.0,0.0,0.0
10,True,False,0.45238095238095233,0.7,0.0,0.0,0.0
11,True,False,0.37499999999999994,0.6363636363636364,0.0,0.0,0.0
12,True,False,0.38571428571428573,0.5833333333333334,0.0,0.0,0.0
13,False,False,0.38750000000000007,0.6153846153846154,0.0,0.0,0.0
14,True,True,0.4895833333333333,0.6428571428571429,1.0,0.16666666666666666,0.2857142857142857
15,True,False,0.5625,0.6,1.0,0.14285714285714285,0.25
16,True,False,0.6171875,0.5625,1.0,0.125,0.2222222222222222
17,True,False,0.5972222222222222,0.5294117647058824,1.0,0.1111111111111111,0.19999999999999998
18,False,False,0.537037037037037,0.5555555555555556,1.0,0.1111111111111111,0.19999999999999998
19,False,False,0.5055555555555555,0.5789473684210527,1.0,0.1111111111111111,0.19999999999999998
20,False,True,0.45959595959595956,0.55,0.5,0.1111111111111111,0.1818181818181818
21,False,False,0.4537037037037037,0.5714285714285714,0.5,0.1111111111111111,0.1818181818181818
22,True,True,0.5,0.5909090909090909,0.6666666666666666,0.2,0.30769230769230765
23,False,False,0.4846153846153846,0.6086956521739131,0.6666666666666666,0.2,0.30769230769230765
24,False,False,0.4821428571428572,0.625,0.6666666666666666,0.2,0.30769230769230765
25,True,True,0.5227272727272728,0.64,0.75,0.2727272727272727,0.39999999999999997
26,True,True,0.5565476190476192,0.6538461538461539,0.8,0.3333333333333333,0.47058823529411764
27,False,True,0.5194444444444445,0.6296296296296297,0.6666666666666666,0.3333333333333333,0.4444444444444444
28,False,False,0.53125,0.6428571428571429,0.6666666666666666,0.3333333333333333,0.4444444444444444
29,True,False,0.5552884615384616,0.6206896551724138,0.6666666666666666,0.3076923076923077,0.42105263157894735
30,True,False,0.5758928571428572,0.6,0.6666666666666666,0.2857142857142857,0.4
31,True,True,0.5958333333333334,0.6129032258064516,0.7142857142857143,0.3333333333333333,0.4545454545454545
32,True,False,0.57421875,0.59375,0.7142857142857143,0.3125,0.43478260869565216
33,False,True,0.5496323529411765,0.5757575757575758,0.625,0.3125,0.4166666666666667
34,True,False,0.5588235294117647,0.5588235294117647,0.625,0.29411764705882354,0.4
35,False,True,0.5294117647058824,0.5428571428571428,0.5555555555555556,0.29411764705882354,0.3846153846153846
36,True,True,0.5416666666666666,0.5555555555555556,0.6,0.3333333333333333,0.42857142857142855
37,True,True,0.5584795321637428,0.5675675675675675,0.6363636363636364,0.3684210526315789,0.4666666666666667
38,True,False,0.5680555555555556,0.5526315789473685,0.6363636363636364,0.35,0.45161290322580644
39,True,True,0.585978835978836,0.5641025641025641,0.6666666666666666,0.38095238095238093,0.4848484848484849
40,False,False,0.5764411027568922,0.575,0.6666666666666666,0.38095238095238093,0.4848484848484849
41,True,False,0.5837320574162679,0.5609756097560976,0.6666666666666666,0.36363636363636365,0.4705882352941177
42,True,True,0.5995423340961099,0.5714285714285714,0.6923076923076923,0.391304347826087,0.5
43,True,False,0.5833333333333334,0.5581395348837209,0.6923076923076923,0.375,0.48648648648648646
44,False,True,0.5656249999999999,0.5454545454545454,0.6428571428571429,0.375,0.4736842105263159
45,False,True,0.558531746031746,0.5333333333333333,0.6,0.375,0.4615384615384615
46,False,True,0.5520833333333333,0.5217391304347826,0.5625,0.375,0.45
47,False,False,0.5461956521739131,0.5319148936170213,0.5625,0.375,0.45
48,True,True,0.5573913043478261,0.5416666666666666,0.5882352941176471,0.4,0.4761904761904762
49,False,True,0.5441666666666667,0.5306122448979592,0.5555555555555556,0.4,0.46511627906976744
50,False,True,0.524,0.52,0.5263157894736842,0.4,0.45454545454545453
51,False,True,0.5130769230769231,0.5098039215686274,0.5,0.4,0.4444444444444445
52,False,False,0.52,0.5192307692307693,0.5,0.4,0.4444444444444445
53,True,False,0.5235042735042734,0.5094339622641509,0.5,0.38461538461538464,0.4347826086956522
54,False,False,0.5343406593406593,0.5185185185185185,0.5,0.38461538461538464,0.4347826086956522
55,False,True,0.5238726790450928,0.509090909090909,0.47619047619047616,0.38461538461538464,0.42553191489361697
56,False,False,0.5301282051282051,0.5178571428571429,0.47619047619047616,0.38461538461538464,0.42553191489361697
57,True,False,0.5160493827160494,0.5087719298245614,0.47619047619047616,0.37037037037037035,0.4166666666666667
58,False,True,0.5065710872162486,0.5,0.45454545454545453,0.37037037037037035,0.40816326530612246
59,False,False,0.5121527777777777,0.5084745762711864,0.45454545454545453,0.37037037037037035,0.40816326530612246
60,True,False,0.515625,0.5,0.45454545454545453,0.35714285714285715,0.4
61,True,True,0.5247844827586207,0.5081967213114754,0.4782608695652174,0.3793103448275862,0.4230769230769231
62,True,False,0.5239583333333333,0.5,0.4782608695652174,0.36666666666666664,0.41509433962264153
63,False,False,0.5333333333333332,0.5079365079365079,0.4782608695652174,0.36666666666666664,0.41509433962264153
64,False,True,0.5303921568627451,0.5,0.4583333333333333,0.36666666666666664,0.4074074074074074
65,True,True,0.5332068311195446,0.5076923076923077,0.48,0.3870967741935484,0.42857142857142855
66,True,False,0.5321691176470589,0.5,0.48,0.375,0.42105263157894735
