index,y_true,y_pred,AUC,Accuracy,Precision,Recall,F1
1,0,0,-0.0,1.0,0.0,0.0,0.0
2,0,0,-0.0,1.0,0.0,0.0,0.0
3,0,0,-0.0,1.0,0.0,0.0,0.0
4,0,0,-0.0,1.0,0.0,0.0,0.0
5,0,0,-0.0,1.0,0.0,0.0,0.0
6,0,0,-0.0,1.0,0.0,0.0,0.0
7,0,0,-0.0,1.0,0.0,0.0,0.0
8,0,0,-0.0,1.0,0.0,0.0,0.0
9,0,0,-0.0,1.0,0.0,0.0,0.0
10,0,0,-0.0,1.0,0.0,0.0,0.0
11,0,0,-0.0,1.0,0.0,0.0,0.0
12,0,0,-0.0,1.0,0.0,0.0,0.0
13,0,0,-0.0,1.0,0.0,0.0,0.0
14,0,0,-0.0,1.0,0.0,0.0,0.0
15,0,0,-0.0,1.0,0.0,0.0,0.0
16,0,0,-0.0,1.0,0.0,0.0,0.0
17,0,0,-0.0,1.0,0.0,0.0,0.0
18,0,0,-0.0,1.0,0.0,0.0,0.0
19,0,0,-0.0,1.0,0.0,0.0,0.0
20,0,0,-0.0,1.0,0.0,0.0,0.0
21,0,0,-0.0,1.0,0.0,0.0,0.0
22,0,0,-0.0,1.0,0.0,0.0,0.0
23,0,0,-0.0,1.0,0.0,0.0,0.0
24,0,0,-0.0,1.0,0.0,0.0,0.0
25,0,0,-0.0,1.0,0.0,0.0,0.0
26,0,0,-0.0,1.0,0.0,0.0,0.0
27,0,0,-0.0,1.0,0.0,0.0,0.0
28,0,0,-0.0,1.0,0.0,0.0,0.0
29,0,0,-0.0,1.0,0.0,0.0,0.0
30,0,0,-0.0,1.0,0.0,0.0,0.0
31,0,0,-0.0,1.0,0.0,0.0,0.0
32,0,0,-0.0,1.0,0.0,0.0,0.0
33,0,0,-0.0,1.0,0.0,0.0,0.0
34,0,0,-0.0,1.0,0.0,0.0,0.0
35,0,0,-0.0,1.0,0.0,0.0,0.0
36,0,0,-0.0,1.0,0.0,0.0,0.0
37,0,0,-0.0,1.0,0.0,0.0,0.0
38,0,0,-0.0,1.0,0.0,0.0,0.0
39,0,0,-0.0,1.0,0.0,0.0,0.0
40,0,0,-0.0,1.0,0.0,0.0,0.0
41,0,0,-0.0,1.0,0.0,0.0,0.0
42,0,0,-0.0,1.0,0.0,0.0,0.0
43,0,0,-0.0,1.0,0.0,0.0,0.0
44,0,0,-0.0,1.0,0.0,0.0,0.0
45,1,0,0.5,0.9777777777777777,0.0,0.0,0.0
46,1,0,0.5,0.9565217391304348,0.0,0.0,0.0
47,1,0,0.5,0.9361702127659575,0.0,0.0,0.0
48,1,1,0.625,0.9375,1.0,0.25,0.4
49,1,1,0.7,0.9387755102040817,1.0,0.4,0.5714285714285715
50,1,1,0.75,0.94,1.0,0.5,0.6666666666666666
51,1,1,0.7857142857142857,0.9411764705882353,1.0,0.5714285714285714,0.7272727272727273
52,1,1,0.8125,0.9423076923076923,1.0,0.625,0.7692307692307693
53,1,1,0.8333333333333333,0.9433962264150944,1.0,0.6666666666666666,0.8
54,1,1,0.85,0.9444444444444444,1.0,0.7,0.8235294117647058
55,1,1,0.8636363636363636,0.9454545454545454,1.0,0.7272727272727273,0.8421052631578948
56,1,1,0.875,0.9464285714285714,1.0,0.75,0.8571428571428571
57,1,1,0.8846153846153846,0.9473684210526315,1.0,0.7692307692307693,0.8695652173913044
58,1,1,0.8928571428571428,0.9482758620689655,1.0,0.7857142857142857,0.88
59,1,1,0.9,0.9491525423728814,1.0,0.8,0.888888888888889
60,1,1,0.90625,0.95,1.0,0.8125,0.896551724137931
61,1,1,0.9117647058823529,0.9508196721311475,1.0,0.8235294117647058,0.9032258064516129
62,1,1,0.9166666666666667,0.9516129032258065,1.0,0.8333333333333334,0.9090909090909091
63,1,1,0.9210526315789473,0.9523809523809523,1.0,0.8421052631578947,0.9142857142857143
64,1,1,0.925,0.953125,1.0,0.85,0.9189189189189189
65,1,1,0.9285714285714286,0.9538461538461539,1.0,0.8571428571428571,0.923076923076923
66,1,1,0.9318181818181819,0.9545454545454546,1.0,0.8636363636363636,0.9268292682926829
67,1,1,0.9347826086956521,0.9552238805970149,1.0,0.8695652173913043,0.9302325581395349
68,1,1,0.9375,0.9558823529411765,1.0,0.875,0.9333333333333333
69,0,0,0.9375,0.9565217391304348,1.0,0.875,0.9333333333333333
70,0,0,0.9375,0.9571428571428572,1.0,0.875,0.9333333333333333
71,0,0,0.9375,0.9577464788732394,1.0,0.875,0.9333333333333333
72,0,0,0.9375,0.9583333333333334,1.0,0.875,0.9333333333333333
73,0,0,0.9375,0.958904109589041,1.0,0.875,0.9333333333333333
74,0,0,0.9375,0.9594594594594594,1.0,0.875,0.9333333333333333
75,0,0,0.9375,0.96,1.0,0.875,0.9333333333333333
76,0,0,0.9375,0.9605263157894737,1.0,0.875,0.9333333333333333
77,0,0,0.9375,0.961038961038961,1.0,0.875,0.9333333333333333
78,0,0,0.9375,0.9615384615384616,1.0,0.875,0.9333333333333333
79,0,0,0.9375,0.9620253164556962,1.0,0.875,0.9333333333333333
80,0,0,0.9375,0.9625,1.0,0.875,0.9333333333333333
81,0,0,0.9375,0.9629629629629629,1.0,0.875,0.9333333333333333
82,0,0,0.9375,0.9634146341463414,1.0,0.875,0.9333333333333333
83,0,0,0.9375,0.963855421686747,1.0,0.875,0.9333333333333333
84,0,0,0.9375,0.9642857142857143,1.0,0.875,0.9333333333333333
85,0,0,0.9375,0.9647058823529412,1.0,0.875,0.9333333333333333
86,0,0,0.9375,0.9651162790697675,1.0,0.875,0.9333333333333333
87,0,0,0.9375,0.9655172413793104,1.0,0.875,0.9333333333333333
