index,y_true,y_pred,accuracy,precision,recall,f1,auc
1,False,False,1.0,0.0,0.0,0.0,-0.0
2,False,False,1.0,0.0,0.0,0.0,-0.0
3,True,False,0.6666666666666666,0.0,0.0,0.0,0.5
4,False,False,0.75,0.0,0.0,0.0,0.5
5,False,False,0.8,0.0,0.0,0.0,0.5
6,True,False,0.6666666666666666,0.0,0.0,0.0,0.5
7,False,False,0.7142857142857143,0.0,0.0,0.0,0.5
8,False,False,0.75,0.0,0.0,0.0,0.5
9,False,False,0.7777777777777778,0.0,0.0,0.0,0.5
10,True,False,0.7,0.0,0.0,0.0,0.5
11,True,False,0.6363636363636364,0.0,0.0,0.0,0.5
12,True,False,0.5833333333333334,0.0,0.0,0.0,0.5
13,False,False,0.6153846153846154,0.0,0.0,0.0,0.4375
14,True,False,0.5714285714285714,0.0,0.0,0.0,0.5208333333333334
15,True,False,0.5333333333333333,0.0,0.0,0.0,0.5714285714285714
16,True,False,0.5,0.0,0.0,0.0,0.6171875
17,True,False,0.47058823529411764,0.0,0.0,0.0,0.6527777777777778
18,False,False,0.5,0.0,0.0,0.0,0.5987654320987654
19,False,True,0.47368421052631576,0.0,0.0,0.0,0.5388888888888889
20,False,False,0.5,0.0,0.0,0.0,0.48989898989898983
21,False,False,0.5238095238095238,0.0,0.0,0.0,0.4768518518518518
22,True,False,0.5,0.0,0.0,0.0,0.5166666666666666
23,False,True,0.4782608695652174,0.0,0.0,0.0,0.4769230769230769
24,False,True,0.4583333333333333,0.0,0.0,0.0,0.4464285714285714
25,True,False,0.44,0.0,0.0,0.0,0.4772727272727273
26,True,False,0.4230769230769231,0.0,0.0,0.0,0.5029761904761906
27,False,True,0.4074074074074074,0.0,0.0,0.0,0.4694444444444445
28,False,False,0.42857142857142855,0.0,0.0,0.0,0.4479166666666667
29,True,False,0.41379310344827586,0.0,0.0,0.0,0.4567307692307692
30,True,False,0.4,0.0,0.0,0.0,0.4575892857142857
31,True,False,0.3870967741935484,0.0,0.0,0.0,0.475
32,True,False,0.375,0.0,0.0,0.0,0.490234375
33,False,True,0.36363636363636365,0.0,0.0,0.0,0.46139705882352944
34,True,True,0.38235294117647056,0.16666666666666666,0.058823529411764705,0.08695652173913045,0.4740484429065744
35,False,True,0.37142857142857144,0.14285714285714285,0.058823529411764705,0.08333333333333333,0.4575163398692811
36,True,False,0.3611111111111111,0.14285714285714285,0.05555555555555555,0.08,0.45987654320987653
37,True,True,0.3783783783783784,0.25,0.10526315789473684,0.14814814814814814,0.47076023391812866
38,True,False,0.3684210526315789,0.25,0.1,0.14285714285714288,0.4722222222222222
39,True,False,0.358974358974359,0.25,0.09523809523809523,0.13793103448275862,0.47354497354497355
40,False,True,0.35,0.2222222222222222,0.09523809523809523,0.13333333333333333,0.45739348370927313
41,True,True,0.36585365853658536,0.3,0.13636363636363635,0.18749999999999997,0.46650717703349287
42,True,True,0.38095238095238093,0.36363636363636365,0.17391304347826086,0.2352941176470588,0.47482837528604116
43,True,True,0.3953488372093023,0.4166666666666667,0.20833333333333334,0.2777777777777778,0.4824561403508772
44,False,True,0.38636363636363635,0.38461538461538464,0.20833333333333334,0.2702702702702703,0.46875
45,False,True,0.37777777777777777,0.35714285714285715,0.20833333333333334,0.2631578947368421,0.4464285714285714
46,False,True,0.3695652173913043,0.3333333333333333,0.20833333333333334,0.25641025641025644,0.4261363636363636
47,False,True,0.3617021276595745,0.3125,0.20833333333333334,0.25,0.4166666666666667
48,True,True,0.375,0.35294117647058826,0.24,0.28571428571428564,0.42347826086956525
49,False,False,0.3877551020408163,0.35294117647058826,0.24,0.28571428571428564,0.415
50,False,False,0.4,0.35294117647058826,0.24,0.28571428571428564,0.40720000000000006
51,False,False,0.4117647058823529,0.35294117647058826,0.24,0.28571428571428564,0.41384615384615386
52,False,False,0.4230769230769231,0.35294117647058826,0.24,0.28571428571428564,0.4066666666666667
53,True,False,0.41509433962264153,0.35294117647058826,0.23076923076923078,0.2790697674418605,0.41381766381766383
54,False,True,0.4074074074074074,0.3333333333333333,0.23076923076923078,0.27272727272727276,0.40728021978021983
55,False,False,0.41818181818181815,0.3333333333333333,0.23076923076923078,0.27272727272727276,0.4137931034482759
56,False,False,0.42857142857142855,0.3333333333333333,0.23076923076923078,0.27272727272727276,0.41987179487179493
57,True,False,0.42105263157894735,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.4135802469135803
58,False,True,0.41379310344827586,0.3157894736842105,0.2222222222222222,0.2608695652173913,0.40740740740740744
59,False,False,0.423728813559322,0.3157894736842105,0.2222222222222222,0.2608695652173913,0.41261574074074076
60,True,True,0.43333333333333335,0.35,0.25,0.2916666666666667,0.4202008928571428
61,True,True,0.4426229508196721,0.38095238095238093,0.27586206896551724,0.32,0.4272629310344827
62,True,False,0.43548387096774194,0.38095238095238093,0.26666666666666666,0.3137254901960784,0.43385416666666665
63,False,True,0.42857142857142855,0.36363636363636365,0.26666666666666666,0.30769230769230765,0.4282828282828283
64,False,False,0.4375,0.36363636363636365,0.26666666666666666,0.30769230769230765,0.4338235294117647
65,True,True,0.4461538461538462,0.391304347826087,0.2903225806451613,0.33333333333333337,0.4402277039848197
66,True,False,0.4393939393939394,0.391304347826087,0.28125,0.3272727272727273,0.4462316176470588
67,True,True,0.44776119402985076,0.4166666666666667,0.30303030303030304,0.3508771929824562,0.46033868092691627
68,False,False,0.45588235294117646,0.4166666666666667,0.30303030303030304,0.3508771929824562,0.4554112554112554
69,False,False,0.463768115942029,0.4166666666666667,0.30303030303030304,0.3508771929824562,0.46085858585858586
70,False,False,0.4714285714285714,0.4166666666666667,0.30303030303030304,0.3508771929824562,0.46601146601146604
71,False,False,0.4788732394366197,0.4166666666666667,0.30303030303030304,0.3508771929824562,0.47089314194577353
72,False,True,0.4722222222222222,0.4,0.30303030303030304,0.3448275862068965,0.46620046620046623
73,False,False,0.4794520547945205,0.4,0.30303030303030304,0.3448275862068965,0.4708333333333333
74,False,False,0.4864864864864865,0.4,0.30303030303030304,0.3448275862068965,0.475240206947524
75,True,False,0.48,0.4,0.29411764705882354,0.33898305084745767,0.4713055954088953
76,True,False,0.47368421052631576,0.4,0.2857142857142857,0.3333333333333333,0.47700348432055745
77,False,False,0.4805194805194805,0.4,0.2857142857142857,0.3333333333333333,0.48129251700680276
78,True,False,0.47435897435897434,0.4,0.2777777777777778,0.3278688524590164,0.4728835978835978
79,False,False,0.4810126582278481,0.4,0.2777777777777778,0.3278688524590164,0.47674418604651164
80,True,True,0.4875,0.4230769230769231,0.2972972972972973,0.34920634920634924,0.48240100565681954
81,True,True,0.49382716049382713,0.4444444444444444,0.3157894736842105,0.36923076923076925,0.48776009791921665
82,False,False,0.5,0.4444444444444444,0.3157894736842105,0.36923076923076925,0.49162679425837325
83,True,False,0.4939759036144578,0.4444444444444444,0.3076923076923077,0.3636363636363637,0.4967948717948718
84,True,True,0.5,0.4642857142857143,0.325,0.3823529411764706,0.5017045454545455
85,False,False,0.5058823529411764,0.4642857142857143,0.325,0.3823529411764706,0.5086111111111111
86,True,True,0.5116279069767442,0.4827586206896552,0.34146341463414637,0.4000000000000001,0.518970189701897
87,False,False,0.5172413793103449,0.4827586206896552,0.34146341463414637,0.4000000000000001,0.5145811240721102
88,False,True,0.5113636363636364,0.4666666666666667,0.34146341463414637,0.3943661971830986,0.5041515308770108
89,True,True,0.5168539325842697,0.4838709677419355,0.35714285714285715,0.410958904109589,0.5141843971631206
90,False,False,0.5222222222222223,0.4838709677419355,0.35714285714285715,0.410958904109589,0.5178571428571428
91,True,False,0.5164835164835165,0.4838709677419355,0.3488372093023256,0.4054054054054055,0.5218023255813954
92,False,False,0.5217391304347826,0.4838709677419355,0.3488372093023256,0.4054054054054055,0.5253915519696251
93,True,False,0.5161290322580645,0.4838709677419355,0.3409090909090909,0.4,0.5292207792207793
94,True,False,0.5106382978723404,0.4838709677419355,0.3333333333333333,0.39473684210526316,0.5253968253968253
95,True,True,0.5157894736842106,0.5,0.34782608695652173,0.41025641025641024,0.5290594498669033
